school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3;Passed;FAC1_1;FAC2_1;FAC3_1;FAC4_1;FAC5_1;FAC6_1;FAC7_1
GP;M;16;U;GT3;T;4;4;services;teacher;other;father;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;4;3;1;1;4;0;16;17;17;       1;-,451371486011473;1,35060457001614;,443906065301621;,770264522457672;-,974928873304107;,193577261944688;-,682500112385754
GP;M;15;U;GT3;T;4;4;services;other;course;mother;1;1;0;no;yes;no;yes;no;yes;yes;no;5;3;3;1;1;5;4;10;13;14;       1;-1,0026923316292;1,44120670828381;,906642491459682;-1,0617729548074;-,00753211284906213;1,04469380296848;-,24941100995036
GP;F;15;U;GT3;T;3;2;services;other;home;mother;2;2;0;yes;yes;yes;no;yes;yes;yes;no;4;3;5;1;1;2;26;7;6;6;       0;-,0239319997082641;-,15189931983118;,863928543308624;,277679971344109;2,30536221362727;-1,68441123156625;,481213727890632
GP;M;15;U;GT3;A;3;4;services;other;course;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;5;4;4;1;1;1;0;16;18;18;       1;-,418223152911842;,888540911213017;1,42889820264029;-,177896059343432;-,779328592855694;-1,90750824649813;-,480133870952338
GP;F;15;U;GT3;A;3;3;other;health;reputation;father;1;4;0;yes;no;no;no;yes;yes;no;no;4;3;3;1;1;4;10;10;11;11;       1;-,428251352730205;,294402119981133;,168431896600823;2,16126203530896;,437828952378149;,31702861982902;-,633068688418068
GP;F;15;U;GT3;T;2;2;other;other;course;mother;1;4;0;yes;yes;yes;no;yes;yes;yes;no;5;1;2;1;1;3;8;7;8;8;       0;-1,17963272617792;-,644108701943318;-,0500197984482224;2,61538284007552;,980765227775687;,224639390810769;,0989590664448744
GP;M;16;U;GT3;T;3;3;services;other;home;father;1;3;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;1;5;2;16;18;18;       1;-,694438730789675;,371045164631404;,924856737793238;1,19509369045517;-,285105190305372;1,10472598746453;-,390921893412476
GP;M;15;R;GT3;T;4;4;other;other;home;father;4;4;0;no;yes;yes;yes;yes;yes;yes;yes;1;3;5;3;5;1;6;10;13;13;       1;2,84892686312711;1,52293607681153;-2,43622220113288;2,37977755224964;-,767830948929049;-2,1328669969173;3,18748319607554
GP;F;16;U;LE3;T;4;4;health;health;other;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;yes;5;4;5;1;1;4;4;14;15;16;       1;,124256036328829;1,3617076962263;1,76456121771115;1,24667852776634;-,433037695809724;-,0876173556529019;-,676082355630184
GP;M;15;U;LE3;A;4;4;teacher;teacher;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;5;5;3;1;1;4;6;18;19;19;       1;-,745131293841384;1,35750910724265;1,74666848618875;-1,66586723989871;-,224110887123575;,0681108956210073;-,745815061502519
GP;F;16;R;GT3;T;3;3;services;other;reputation;father;1;3;1;yes;yes;no;yes;yes;yes;yes;no;4;1;2;1;1;2;0;7;10;10;       1;-1,22009138219118;,421499180477583;-1,03237073289469;1,37899356564318;-,140233436852595;-,549158067231469;,128621549649333
GP;F;16;U;GT3;T;2;2;at_home;other;home;mother;1;2;1;yes;no;no;yes;yes;yes;yes;no;3;1;2;1;1;5;6;10;13;13;       1;-1,20004113914731;-,611126899472829;-1,78459306899057;,284350421267459;,414825753645614;1,29823875605791;-,319082147917989
GP;M;15;U;LE3;T;4;2;teacher;other;course;mother;1;1;0;no;no;no;no;yes;yes;yes;no;3;5;2;1;1;3;10;18;19;19;       1;-,818893656024274;,248202102306221;-,0794126071739973;-1,98382039998223;,0702292345896897;-,76660592637672;-1,21189929469786
GP;M;15;R;GT3;T;2;1;health;services;reputation;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;5;4;2;1;1;5;8;9;9;9;       0;-1,03702744949138;-1,22254338467306;1,21699785552462;-,338834267403177;,400728925223609;1,02124437460152;-,7859638831872
GP;M;16;U;GT3;T;4;4;teacher;teacher;course;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;1;2;5;2;15;15;16;       1;-,0344618255767252;1,37394624453234;1,41259046727336;,00307129213337363;-,54260829315649;,82132821132647;-,574032699550593
GP;M;15;U;GT3;T;4;4;other;teacher;reputation;father;2;2;0;no;yes;no;yes;yes;yes;no;no;4;4;3;1;1;2;2;11;13;14;       1;-,617027133306871;1,45003912403923;,544140327032988;-,410615778101421;-,743723798187298;-1,28784262188363;,755928575292117
GP;M;16;U;GT3;T;3;3;other;services;home;father;2;1;0;no;no;no;yes;yes;yes;yes;no;5;4;2;1;1;5;0;13;14;13;       1;-1,20501521637988;,476038004452435;1,19296351470246;-1,50257830674564;-,685446748842036;1,00247843542804;,849068552883189
GP;M;17;R;GT3;T;1;3;other;other;course;father;3;2;1;no;yes;no;yes;yes;yes;yes;no;5;2;4;1;4;5;20;9;7;8;       0;,364505778287742;-,515658900777105;,768718509535567;,553148144776602;1,96465397680825;1,06836467384807;2,3832342542171
GP;M;15;U;GT3;T;3;4;other;other;reputation;father;1;1;0;no;no;no;no;yes;yes;yes;no;3;4;3;1;2;4;6;14;13;13;       1;-,298921493496927;,842448722758432;-,508329018509454;-1,55817025309447;-,360964400046387;,100088804383358;-,906965326948611
GP;F;15;U;GT3;T;1;2;at_home;services;course;mother;1;2;0;no;no;no;no;no;yes;yes;no;3;2;3;1;2;1;2;16;15;15;       1;-,433386806563481;-1,1569451171316;-1,39356033784862;,0854211245364;-,276916623378108;-1,61797986773749;-,509432970429654
GP;M;15;U;GT3;T;2;2;services;services;home;father;1;4;0;no;yes;yes;yes;yes;yes;yes;no;5;5;4;1;2;5;6;16;14;15;       1;,416411117957027;-,783540928635247;1,9226163220191;1,98552464019172;-,303746416143344;,696638379329697;-1,13509491712278
GP;F;16;U;LE3;T;2;4;other;health;course;father;2;2;0;no;yes;yes;yes;yes;yes;yes;yes;4;2;2;1;2;5;2;13;13;13;       1;-,888625848101675;,506144392743059;-,613368972937502;,0306338872557592;-,268776425334503;1,36976361967811;1,19019867267623
GP;M;16;U;GT3;T;4;4;health;other;course;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;3;4;4;1;4;5;18;14;11;13;       1;,734748383816635;1,26581312734385;-,352750381147796;-1,27677489890114;1,07584720274158;,638494082742368;-1,02883117244636
GP;F;16;U;GT3;T;2;2;other;other;home;mother;1;2;0;no;no;yes;no;yes;yes;yes;yes;5;4;4;1;1;5;0;8;7;8;       0;-,348620963638982;-,653077149234856;1,51851771078391;,0322335841638932;-,730235384615219;,731880716875931;-,815774352804538
GP;M;15;U;GT3;T;3;4;services;services;home;father;1;1;0;yes;no;no;no;yes;yes;yes;no;5;5;5;3;2;5;0;13;13;12;       1;1,17801091563948;,919860173655774;1,69551918626419;-1,14017687802701;-1,01059824855386;,744281812401038;-,761965321181288
GP;F;15;U;LE3;A;3;4;other;other;home;mother;1;2;0;yes;no;no;yes;yes;yes;yes;yes;5;3;2;1;1;1;0;7;10;11;       1;-1,25691332343705;,913863855294341;,591443076357581;-,294659437400143;-,423617599283073;-1,38589983735388;-,0566769708130179
GP;F;19;U;GT3;T;0;1;at_home;other;course;other;1;2;3;no;yes;no;no;no;no;no;no;3;4;2;1;1;5;2;7;8;9;       0;-,795569178490369;-2,23172373637;-,598816869621703;-,551245266352933;-,737696335135466;,902358206485917;-1,22379189517642
GP;M;18;R;GT3;T;2;2;services;other;reputation;mother;1;1;2;no;yes;no;yes;yes;yes;yes;no;3;3;3;1;2;4;0;7;4;0;       0;-,407436009567524;-,650405046341172;-,956980025062175;-1,17872829421192;-,725634124495583;,202578772415951;-,799641236577239
GP;M;16;R;GT3;T;4;4;teacher;teacher;course;mother;1;1;0;no;no;yes;yes;yes;yes;yes;no;3;5;5;2;5;4;8;18;18;18;       1;1,98459596598615;1,27514765979905;-,110695012939995;-1,29688578359728;-,323242077387648;-,140812397796253;-1,16119617971606
GP;F;15;R;GT3;T;3;4;services;teacher;course;father;2;3;2;no;yes;no;no;yes;yes;yes;yes;4;2;2;2;2;5;0;12;0;0;       0;-,289317810622003;1,01090628038712;-,739600671058334;1,21110508593251;-,502211054081984;1,49282439961103;1,30571570404086
GP;F;15;U;GT3;T;1;1;at_home;other;course;mother;3;1;0;no;yes;no;yes;no;yes;yes;yes;4;3;3;1;2;4;0;8;0;0;       0;-,514367934982389;-1,48597611405834;,144698720943602;-1,05707792087316;-,643769204473672;,126372038869699;2,00948093648633
GP;F;17;U;LE3;T;2;2;other;other;course;father;1;1;0;no;yes;no;no;yes;yes;yes;yes;3;4;4;1;3;5;12;10;13;12;       1;,420946482813665;-,745190403441394;-,292981325841806;-1,23554393443141;,41677435911216;,565475942533901;-1,24161762686743
GP;F;16;U;GT3;A;3;4;services;other;course;father;1;1;0;no;no;no;no;yes;yes;yes;no;3;2;1;1;4;5;16;12;11;11;       1;-,598151835405435;,82945471430775;-1,86065789067737;-1,3307260617799;1,46740712558186;1,54131442550687;-,290259749018959
GP;M;15;R;GT3;T;3;4;at_home;teacher;course;mother;4;2;0;no;yes;no;no;yes;yes;no;yes;5;3;3;1;1;5;0;9;0;0;       0;-,841590110467704;1,1939669999685;1,21949427237291;,0457831719018451;-,774780146433182;,87403612583753;3,80955201535742
GP;F;15;U;GT3;T;4;4;services;at_home;course;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;3;3;1;1;5;0;11;0;0;       0;-,574709899417573;1,3899049978912;,0421614796633473;1,08571901552902;-,756250811500449;1,01617550392655;-,459155613863048
GP;M;17;R;GT3;T;3;4;at_home;other;course;mother;3;2;0;no;no;no;no;yes;yes;no;no;5;4;5;2;4;5;0;10;0;0;       0;1,427953863323;1,04649006998764;1,45197332434204;,283838136608664;-,919097273027283;,767143605686391;2,16621083240361
GP;F;16;U;GT3;A;3;3;other;other;course;other;2;1;2;no;yes;no;yes;no;yes;yes;yes;4;3;2;1;1;5;0;4;0;0;       0;-1,21111229107697;,496366554529247;-,0744829531968363;-1,30908669483609;-,644355990625949;1,03717526612845;,907402604381459
GP;M;16;U;LE3;T;1;1;services;other;course;mother;1;2;1;no;no;no;no;yes;yes;no;yes;4;4;4;1;3;5;0;14;12;12;       1;,452128494618102;-1,7336121571525;,445120938231642;,0283396649259944;-,804510210360475;,744591918049209;-1,09126666081721
GP;F;15;U;GT3;T;4;4;teacher;teacher;course;mother;2;1;0;no;no;no;yes;yes;yes;yes;no;4;3;2;1;1;5;0;16;16;15;       1;-1,21986624644878;1,52327514789638;-,0818549643136687;-1,33538186209104;-,687245905395567;1,0514832630136;1,0249391866292
GP;M;15;U;GT3;T;4;3;teacher;services;course;father;2;4;0;yes;yes;no;no;yes;yes;yes;no;2;2;2;1;1;3;0;7;9;0;       0;-,654206355654982;,918462099430117;-2,14916247021994;2,09254187123618;-,869921697744359;-,332977369604429;,818668316003902
GP;M;16;U;LE3;T;2;2;services;services;reputation;father;2;1;2;no;yes;no;yes;yes;yes;yes;no;2;3;3;2;2;2;8;9;9;9;       0;,145963114204219;-,594853403722841;-1,76394980646228;-1,31853174477698;-,000600489836389939;-1,26040413970295;,455763679680242
GP;F;15;U;GT3;T;4;4;teacher;services;course;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;no;4;2;2;1;1;5;2;9;11;11;       1;-1,0614342246655;1,41275015927845;-,561088146869991;1,16260571818124;-,225860644350692;1,34165002549993;-,132613786403317
GP;F;16;U;LE3;T;1;1;at_home;at_home;course;mother;1;1;0;no;no;no;no;yes;yes;yes;no;3;4;4;3;3;1;2;14;14;13;       1;1,2695941027582;-1,70002805304425;-,737151377011389;-1,23842297186307;-,616042360141285;-1,87288886672199;-,986050633153593
GP;M;17;U;GT3;T;2;1;other;other;home;mother;1;1;3;no;yes;no;no;yes;yes;yes;no;5;4;5;1;2;5;0;5;0;0;       0;,202305569914442;-1,16705963290645;1,62683771601814;-,798449863934177;-,645239583659496;,526328877407358;-,934993866820593
GP;F;15;U;GT3;T;1;1;other;services;course;father;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;4;2;1;2;5;0;8;11;11;       1;-,584006100331258;-1,7258925932702;,137130442316608;-,400491547630058;-,720106850256673;1,0513841611476;-,947537802465814
GP;F;15;U;GT3;T;3;2;health;services;home;father;1;2;3;no;yes;no;no;yes;yes;yes;no;3;3;2;1;1;3;0;6;7;0;       0;-,944985496237956;-,165151579263413;-1,02929661151189;-,302312396302944;-,706603512506335;-,361621754347511;-,681955843709568
GP;F;15;U;GT3;T;1;2;at_home;other;course;mother;1;2;0;no;yes;yes;no;no;yes;yes;no;4;3;2;1;1;5;2;10;11;11;       1;-1,06702854498779;-1,15236920972944;-,169147042816274;-,205821133916711;-,354429831008771;1,17350934915979;-,647425457200923
GP;M;16;U;GT3;T;4;4;teacher;teacher;course;mother;1;1;0;no;yes;no;no;yes;no;yes;yes;3;3;2;2;1;5;0;7;6;0;       0;-,65624527697554;1,44141405482683;-1,19628824540055;-1,39159125542869;-,781437003495019;1,14798746105868;-,458631262824753
GP;M;15;U;LE3;A;2;1;services;other;course;mother;4;1;3;no;no;no;no;yes;yes;yes;no;4;5;5;2;5;5;0;8;9;10;       1;1,92110135916075;-,991101883976095;1,06894496773863;-1,03639485258924;-1,16711778575293;,338257832201203;2,83911370103027
GP;M;18;U;LE3;T;1;1;other;other;course;mother;1;1;3;no;no;no;no;yes;no;yes;yes;2;3;5;2;5;4;0;6;5;0;       0;1,87107398861169;-1,71682260258653;-1,86354413888643;-,717765869244109;-,86274949064789;,0295891389774527;-1,13897952368223
GP;M;16;U;LE3;T;2;1;at_home;other;course;mother;1;1;1;no;no;no;yes;yes;yes;no;yes;4;4;4;3;5;5;6;12;13;14;       1;1,85671831068491;-1,22535782109369;,00760181925558066;-,944913734016073;,0866176908959985;1,02785224932702;-,873033070878633
GP;F;15;R;GT3;T;3;3;services;services;reputation;other;2;3;2;no;yes;yes;yes;yes;yes;yes;yes;4;2;1;2;3;3;8;10;10;10;       1;-,315859824342482;,422361959869831;-,97117189475017;1,00348595545098;,635284651666336;,309658517213494;1,34470969875057
GP;M;19;U;GT3;T;3;2;services;at_home;home;mother;1;1;3;no;yes;no;no;yes;no;yes;yes;4;5;4;1;1;4;0;5;0;0;       0;-,238795934979434;-,182258446333483;1,07210204736087;-1,4584601637788;-1,07598073297729;-,274161492584969;-1,17975830012206
GP;F;17;U;GT3;T;4;4;other;teacher;course;mother;1;1;0;yes;yes;no;no;yes;yes;no;yes;4;2;1;1;1;4;0;11;11;12;       1;-1,72378392638611;1,46357763754883;-,842672705288612;-1,2884305415867;-,300854175034704;,794830155073355;,0379906419973988
GP;M;15;R;GT3;T;2;3;at_home;services;course;mother;1;2;0;yes;no;yes;yes;yes;yes;no;no;4;4;4;1;1;1;2;11;8;8;       0;-,281343647855417;-,1624363052434;,607105154948621;-,246749072198901;-,693248632340844;-2,04110407804847;-,81239595473126
GP;M;17;R;LE3;T;1;2;other;other;reputation;mother;1;1;0;no;no;no;no;yes;yes;no;no;2;2;2;3;3;5;8;16;12;13;       1;,451925404087965;-1,14039139667875;-2,74740135111138;-1,10083992475352;,362160512412271;1,41970141139866;-,611488220883341
GP;F;18;R;GT3;T;1;1;at_home;other;course;mother;3;1;3;no;yes;no;yes;no;yes;no;no;5;2;5;1;5;4;6;9;8;10;       1;,922216727923439;-1,50284726209233;,730443706329414;-,215705659886793;,480520572400117;,189871265799514;2,32344131196319
GP;M;16;R;GT3;T;2;2;at_home;other;course;mother;3;1;0;no;no;no;no;no;yes;no;no;4;2;2;1;2;3;2;17;15;15;       1;-1,02090904510738;-,439135545503897;-,479380646056814;-1,03933542274688;-,141323425340992;-,21067369640907;2,48879680128411
GP;M;16;U;GT3;T;3;3;other;services;course;father;1;2;1;no;yes;yes;no;yes;yes;yes;yes;4;5;5;4;4;5;4;10;12;12;       1;2,57753255578731;,320057258909274;,565127997897924;,0182973927530259;-,611139074790561;,855409762144131;-,965373396078647
GP;M;17;R;LE3;T;2;1;at_home;other;course;mother;2;1;2;no;no;no;yes;yes;no;yes;yes;3;3;2;2;2;5;0;7;6;0;       0;-,2839856393026;-1,06990978823822;-1,14635866793117;-1,25397953395489;-,66876664110605;1,04831564329711;,613493008209738
GP;M;15;R;GT3;T;3;2;other;other;course;mother;2;2;2;yes;yes;no;no;yes;yes;yes;yes;4;4;4;1;4;3;6;5;9;7;       0;,766710796204382;-,167157793621821;,507884294840042;-,0230303658207908;-,126339825288857;-,676148451009477;,478046051139542
GP;M;16;U;LE3;T;1;2;other;other;course;mother;2;1;1;no;no;no;yes;yes;yes;no;no;4;4;4;2;4;5;0;7;0;0;       0;1,06565182129111;-1,09092593327954;,265354832369244;-1,0677590416913;-,845657600705748;,868796859794342;,469347762773672
GP;M;17;U;GT3;T;1;3;at_home;services;course;father;1;1;0;no;no;no;no;yes;no;yes;no;5;3;3;1;4;2;2;10;10;10;       1;-,0470971652534402;-,643875859593727;,46568613726809;-1,09188974687582;-,0886673305921166;-,706129628994017;-,264084368995052
GP;M;17;R;LE3;T;1;1;other;services;course;mother;4;2;3;no;no;no;yes;yes;no;no;yes;5;3;5;1;5;5;0;5;8;7;       0;1,22418631311182;-1,45028354695688;1,22785842400993;,668030182233164;-,594366141778864;,69215036768278;3,41703417779205
GP;M;16;U;GT3;T;3;2;services;services;course;mother;2;1;1;no;yes;no;yes;no;no;no;no;4;5;2;1;1;2;16;12;11;12;       1;-,96033032612715;-,175589151229128;,928597821173486;-1,9686810808382;,885001821683066;-1,40418294323079;,302976187851646
GP;M;16;U;GT3;T;2;2;other;other;course;father;1;2;0;no;no;no;no;yes;no;yes;no;4;3;5;2;4;4;4;10;10;10;       1;1,4231693058856;-,680664068416745;,0109533240615159;,504904171038383;-,1291820955495;,213630671037628;-,690274374528191
GP;F;16;U;GT3;T;4;2;health;services;home;father;1;2;0;no;no;yes;no;yes;yes;yes;yes;4;2;3;1;1;3;0;14;15;16;       1;-,847703483048428;,39337288429354;-,360083799433566;,295234480230237;-,318395310406827;-,332005876813421;-,265180958240435
GP;F;16;U;GT3;T;2;2;other;other;home;mother;1;2;0;no;yes;yes;no;no;yes;yes;no;5;1;5;1;1;4;0;6;7;0;       0;-,410743058071383;-,541296461612535;,4705794421152;1,04688533122252;-,0754627947022879;,304443217422528;-,0872285101383275
GP;F;16;U;GT3;T;4;4;health;health;reputation;mother;1;2;0;no;yes;yes;no;yes;yes;yes;yes;4;4;2;1;1;3;0;14;14;14;       1;-,964239292792693;1,36779067590742;,202361265644778;-,574537502635862;-,856569585973064;-,32839453347284;-,545599233716883
GP;M;16;U;GT3;T;3;4;other;other;course;father;3;1;2;no;yes;no;yes;no;yes;yes;no;3;4;5;2;4;2;0;6;5;0;       0;1,50171319776672;1,03126456907932;-,309848834189761;-1,10520523387994;-1,21695629537959;-1,51855022274386;1,89065334376046
GP;M;16;U;GT3;T;1;0;other;other;reputation;mother;2;2;0;no;yes;yes;yes;yes;yes;yes;yes;4;3;2;1;1;3;2;13;15;16;       1;-1,04965122852446;-2,12328058886452;-,0181980512760853;-,163521873025342;-,269346889085551;-,373865214797309;,631946721091543
GP;M;17;U;LE3;T;4;4;teacher;other;reputation;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;4;4;4;1;3;5;0;13;11;10;       1;,42586662850269;1,3471136229489;,423004904881145;-,0505458368388499;-,933179954669329;,787515908704637;-,738656914073998
GP;F;16;U;GT3;T;1;3;at_home;services;home;mother;1;2;3;no;no;no;yes;no;yes;yes;yes;4;3;5;1;1;3;0;8;7;0;       0;-,0491391099279124;-,607226992367143;,385821041696445;,2811300513781;-,809378161594689;-,682074057853316;-,7326312881501
GP;F;16;U;LE3;T;3;3;other;other;reputation;mother;2;2;0;no;yes;yes;yes;yes;yes;yes;no;4;4;5;1;1;4;4;10;11;9;       0;,117962790159657;,432011269174809;1,02375970224678;,074711961332968;-,617089465853839;-,332547209314914;,388564536921017
GP;M;17;U;LE3;T;4;3;teacher;other;course;mother;2;2;0;no;no;yes;yes;yes;yes;yes;no;4;4;4;4;4;4;4;10;9;9;       0;2,09407612378579;,936184964100006;,0674174074101116;,097633235363836;-,355209683806113;,386476702193818;,814471415490631
GP;F;16;U;GT3;T;2;2;services;other;reputation;mother;2;2;0;no;no;yes;yes;no;yes;yes;no;3;4;4;1;4;5;2;13;13;11;       1;,909654899980224;-,661916631324919;-,38464715608377;-,0605206226438891;-,843304947016151;,622172310967814;,195895934672526
GP;M;17;U;GT3;T;3;3;other;other;reputation;father;1;2;0;no;no;no;yes;no;yes;yes;no;4;3;4;1;4;4;4;6;5;6;       0;,620644941734102;,318875360598899;-,0663872555153908;,242899455205239;-,132591127507658;,294766469885999;-,570183198276376
GP;M;16;R;GT3;T;4;2;teacher;services;other;mother;1;1;0;no;yes;no;yes;yes;yes;yes;yes;4;3;3;3;4;3;10;10;8;9;       0;1,01493304569774;,329889872732554;-,471549299104678;-,969373828165894;,825143313665352;-,102590652416165;-,353720935577363
GP;M;17;U;GT3;T;4;3;other;other;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;yes;5;2;3;1;1;2;4;10;10;11;       1;-1,00402463370726;,916860738590469;,496444232705725;,286992287242426;,294543398375496;-,860574272558677;,0185032793749659
GP;M;16;U;GT3;T;4;3;teacher;other;home;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;3;4;3;2;3;3;10;9;8;8;       0;,637230442104092;,775121556373021;-,664626899427058;-,346750394480119;,231384571608354;-,462892577672771;-,855651629811298
GP;M;16;U;GT3;T;3;3;services;other;home;mother;1;2;0;no;no;yes;yes;yes;yes;yes;yes;4;2;3;1;2;3;2;12;13;12;       1;-,540476310630811;,392394921720353;-,500728168845213;,240081035627716;-,134069275601291;-,178250263638419;-,22174089324327
GP;F;17;U;GT3;T;2;4;services;services;reputation;father;1;2;0;no;yes;no;yes;yes;yes;no;no;5;4;2;2;3;5;0;16;17;17;       1;,0192135566308988;,372852269534759;,669749272292778;-,377062014982398;-,643187871038855;1,47413501124469;-,374416192182914
GP;F;17;U;LE3;T;3;3;other;other;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;yes;yes;5;3;3;2;3;1;56;9;9;8;       0;,212144017063676;,153025003065852;1,10751822854891;-,116548218404522;6,27849553860141;-1,59826229779348;-,499466251370736
GP;F;16;U;GT3;T;3;2;other;other;reputation;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;1;2;2;1;2;1;14;12;13;12;       1;-,514308724103295;-,241561475097714;-3,12861134768568;-,276410677664443;,859589646384762;-1,78011115071179;-,833591891885576
GP;M;17;U;GT3;T;3;3;services;services;other;mother;1;2;0;no;yes;no;yes;yes;yes;yes;yes;4;3;4;2;3;4;12;12;12;11;       1;,72971074525279;,327456511665696;-,000966400914143836;,225324863277494;,794179151617856;,313952992087177;-,569356804857954
GP;M;16;U;GT3;T;1;2;services;services;other;mother;1;1;0;no;yes;yes;yes;yes;yes;yes;yes;3;3;3;1;2;3;2;11;12;11;       1;-,426520418110646;-1,16187454551871;-,96840322881911;-1,24375482761599;-,498061207369101;-,443156100637569;-,819263883907885
GP;M;16;U;LE3;T;2;1;other;other;course;mother;1;2;0;no;no;yes;yes;yes;yes;yes;yes;4;2;3;1;2;5;0;15;15;15;       1;-,492821161838823;-1,14703957963643;-,461103213504367;,39054694081267;-,290807889941078;1,1156968693821;-,472428865498411
GP;F;17;U;GT3;A;3;3;health;other;reputation;mother;1;2;0;no;yes;no;no;no;yes;yes;yes;3;3;3;1;3;3;6;8;7;9;       0;,0537175307710306;,305145263988875;-1,00587413394208;-,114244557803684;-,0510958974142927;-,382476585867933;-,688379859629003
GP;M;17;R;GT3;T;1;2;at_home;other;home;mother;1;2;0;no;no;no;no;yes;yes;no;no;3;1;3;1;5;3;4;8;9;10;       1;,449695993012559;-1,17909301897587;-2,10155504617185;,516077454756077;,275590922496214;,0803704842644897;-,27236526188898
GP;F;16;U;GT3;T;2;3;services;services;course;mother;1;2;0;no;no;no;no;yes;yes;yes;no;4;3;3;1;1;2;10;11;12;13;       1;-,757540999187016;-,16070775212913;,0865505400723623;-,155116340934512;,529364636312409;-1,06344533410091;-,56452438061115
GP;F;17;U;GT3;T;1;1;at_home;services;course;mother;1;2;0;no;no;no;yes;yes;yes;yes;no;5;3;3;1;1;3;0;8;8;9;       0;-,848538373995975;-1,65495702212366;,872645542564633;,0757517157486881;-,362787125276107;-,302394588789374;-,521816597995485
GP;M;17;U;GT3;T;1;2;at_home;services;other;other;2;2;0;no;no;yes;yes;no;yes;yes;no;4;4;4;4;5;5;12;7;8;8;       0;2,42933818086334;-1,13972679348043;,024212071889208;,109816153883382;,607119282042155;1,16380054397272;,544168062652698
GP;M;16;R;GT3;T;3;3;services;services;reputation;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;4;3;2;3;4;5;8;8;9;10;       1;,660652983042722;,364009858220403;-,728300488288327;-1,17590732141474;,531492200390704;1,54012385512403;-,2905091968397
GP;M;16;U;GT3;T;2;3;other;other;home;father;2;1;0;no;no;no;no;yes;yes;yes;no;5;3;3;1;1;3;0;13;14;14;       1;-1,01724061500305;,0115846410379451;,940927578151582;-1,11212966847219;-,506071295000369;-,354019236446998;1,05530544040916
GP;F;17;U;LE3;T;2;4;services;services;course;father;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;3;2;1;1;5;0;14;15;15;       1;-1,09220079770998;,408911527009181;-,228014727661184;-,278520292120476;-,699028022344758;1,24964807785591;-,43825719629353
GP;M;17;U;GT3;T;4;4;services;teacher;home;mother;1;1;0;no;no;no;no;yes;yes;yes;no;5;2;3;1;2;5;4;17;15;16;       1;-,805247907205045;1,45881008848283;,377177861092004;-,74970512030806;,263775520619758;1,25950996901434;,0303170318375629
GP;M;16;R;LE3;T;3;3;teacher;other;home;father;3;1;0;no;yes;yes;yes;yes;yes;yes;no;3;3;4;3;5;3;8;9;9;10;       1;1,81558437462343;,509684064391566;-1,0574070220064;-,89564666509848;,130889238364052;-,404369947198354;2,16239980607133
GP;F;17;U;GT3;T;4;4;services;teacher;home;mother;2;1;1;no;yes;no;no;yes;yes;yes;no;4;2;4;2;3;2;24;18;18;18;       1;,420006807026015;1,45013724327618;-,20791099477674;-,729416829834218;2,39473228094798;-1,04846229221661;1,17280242159849
GP;F;16;U;LE3;T;4;4;teacher;teacher;reputation;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;5;2;1;2;3;0;9;9;10;       1;-,497992382545828;1,3126195727562;,503301265254139;-,827680579737238;-1,05250912961664;-,405118343916124;-,783035099154995
GP;F;16;U;GT3;T;4;3;health;other;home;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;5;1;5;2;2;16;16;16;       1;1,29053099290389;,808353588497409;,00152685045874468;,438525672423861;-,338687121972106;-1,20885645092089;-,506139570763042
GP;F;16;U;GT3;T;2;3;other;other;reputation;mother;1;2;0;yes;yes;yes;yes;yes;yes;no;no;4;4;3;1;3;4;6;8;10;10;       1;,0630344744651586;-,212816481374618;,253985494798502;-,301030292355718;-,130227668094327;,298962894973741;-,822333869222105
GP;F;17;U;GT3;T;1;1;other;other;course;mother;1;2;0;no;yes;yes;no;no;yes;no;no;4;4;4;1;3;1;4;9;9;10;       1;,407519939537787;-1,76128476493422;,437448209035214;-,115125156597171;-,273282351179617;-1,97915045114201;-,979272039288841
GP;F;17;R;GT3;T;2;2;other;other;reputation;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;5;3;2;1;2;3;18;7;6;6;       0;-1,02885920607502;-,698822381560161;,730635992682544;-1,28734308660628;1,85692665021351;-,138116049872505;-,411768898742215
